formula,instruction,branches,depth,nodes,b-depth,c-branches,c-depth,c-nodes,is tautology
((p1) = (~(p2))) v (p3),{{1}{23}{3322}},6,7,23,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{1}{32}{2233}},6,7,23,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{1}{33}{2222}},6,7,23,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{2}{11}{3333}},6,7,22,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{2}{13}{3311}},6,7,22,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{2}{31}{1133}},6,7,22,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{2}{33}{1111}},6,7,22,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{3}{11}{2222}},5,7,20,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{3}{12}{2211}},5,7,19,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{3}{21}{1122}},5,7,20,3,8,7,35,False
((p1) = (~(p2))) v (p3),{{3}{22}{1111}},5,7,19,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{1}{22}{3333}},8,7,28,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{1}{23}{3322}},6,7,21,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{1}{32}{2233}},8,7,31,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{1}{33}{2222}},6,7,24,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{2}{11}{3333}},8,7,27,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{2}{13}{3311}},8,7,29,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{2}{31}{1133}},6,6,21,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{2}{33}{1111}},6,6,23,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{3}{11}{2222}},6,7,25,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{3}{12}{2211}},6,7,25,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{3}{21}{1122}},6,7,25,3,8,7,35,False
((p1) & (~(p2))) = (p3),{{3}{22}{1111}},6,6,25,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{1}{22}{3333}},8,7,28,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{1}{23}{3322}},6,7,21,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{1}{32}{2233}},8,7,31,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{1}{33}{2222}},6,7,24,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{2}{11}{3333}},8,7,27,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{2}{13}{3311}},6,7,21,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{2}{31}{1133}},8,7,29,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{2}{33}{1111}},6,7,23,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{3}{11}{2222}},6,7,25,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{3}{12}{2211}},6,7,25,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{3}{21}{1122}},6,7,25,3,8,7,35,False
((p1) -> (~(p2))) = (p3),{{3}{22}{1111}},6,7,25,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{1}{22}{3333}},8,7,28,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{1}{23}{3322}},8,7,31,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{1}{32}{2233}},6,7,21,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{1}{33}{2222}},6,7,24,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{2}{11}{3333}},8,7,27,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{2}{13}{3311}},6,7,21,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{2}{31}{1133}},8,7,29,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{2}{33}{1111}},6,7,23,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{3}{11}{2222}},6,7,25,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{3}{12}{2211}},6,7,25,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{3}{21}{1122}},6,7,25,3,8,7,35,False
((p1) v (~(p2))) = (p3),{{3}{22}{1111}},6,7,25,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{1}{22}{3333}},8,7,29,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{1}{23}{3322}},8,7,32,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{1}{32}{2233}},8,7,32,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{1}{33}{2222}},8,7,35,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{2}{11}{3333}},8,7,28,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{2}{13}{3311}},8,7,30,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{2}{31}{1133}},8,7,30,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{2}{33}{1111}},8,7,32,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{3}{11}{2222}},8,7,35,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{3}{12}{2211}},8,7,34,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{3}{21}{1122}},8,7,34,3,8,7,35,False
((p1) = (~(p2))) = (p3),{{3}{22}{1111}},8,7,33,3,8,7,35,False
((p1) & (~(p3))) & (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) & (~(p3))) & (p1),{{3}{11}},3,5,12,2,4,6,17,False
((p1) -> (~(p3))) & (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) -> (~(p3))) & (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) v (~(p3))) & (p1),{{1}{33}},2,4,6,1,4,6,17,False
((p1) v (~(p3))) & (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) = (~(p3))) & (p1),{{1}{33}},3,6,11,2,4,6,17,False
((p1) = (~(p3))) & (p1),{{3}{11}},4,6,16,2,4,6,17,False
((p1) & (~(p3))) -> (p1),{{1}{33}},2,4,6,1,4,6,17,True
((p1) & (~(p3))) -> (p1),{{3}{11}},3,5,12,2,4,6,17,True
((p1) -> (~(p3))) -> (p1),{{1}{33}},2,4,6,1,4,6,17,False
((p1) -> (~(p3))) -> (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) v (~(p3))) -> (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) v (~(p3))) -> (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) = (~(p3))) -> (p1),{{1}{33}},3,6,11,2,4,6,17,False
((p1) = (~(p3))) -> (p1),{{3}{11}},4,6,16,2,4,6,17,False
((p1) & (~(p3))) v (p1),{{1}{33}},2,4,6,1,4,6,17,False
((p1) & (~(p3))) v (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) -> (~(p3))) v (p1),{{1}{33}},2,4,6,1,4,6,17,True
((p1) -> (~(p3))) v (p1),{{3}{11}},3,6,12,2,4,6,17,True
((p1) v (~(p3))) v (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) v (~(p3))) v (p1),{{3}{11}},3,6,12,2,4,6,17,False
((p1) = (~(p3))) v (p1),{{1}{33}},3,6,11,2,4,6,17,False
((p1) = (~(p3))) v (p1),{{3}{11}},4,6,16,2,4,6,17,False
((p1) & (~(p3))) = (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) & (~(p3))) = (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) -> (~(p3))) = (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) -> (~(p3))) = (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) v (~(p3))) = (p1),{{1}{33}},3,6,12,2,4,6,17,False
((p1) v (~(p3))) = (p1),{{3}{11}},4,6,15,2,4,6,17,False
((p1) = (~(p3))) = (p1),{{1}{33}},4,6,17,2,4,6,17,False
((p1) = (~(p3))) = (p1),{{3}{11}},4,6,16,2,4,6,17,False
((p1) & (~(p3))) & (p2),{{1}{33}{2222}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{1}{32}{2233}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{1}{23}{3322}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{1}{22}{3333}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{3}{11}{2222}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{3}{12}{2211}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{3}{21}{1122}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{3}{22}{1111}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{2}{11}{3333}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{2}{13}{3311}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{2}{31}{1133}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) & (p2),{{2}{33}{1111}},4,6,15,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{1}{33}{2222}},7,7,25,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{1}{32}{2233}},5,6,18,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{1}{23}{3322}},7,7,25,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{1}{22}{3333}},5,7,18,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{3}{11}{2222}},7,7,24,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{3}{12}{2211}},5,7,18,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{3}{21}{1122}},7,7,24,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{3}{22}{1111}},5,7,18,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{2}{11}{3333}},4,7,15,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{2}{13}{3311}},4,7,15,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{2}{31}{1133}},4,7,15,3,8,7,35,False
((p1) -> (~(p3))) & (p2),{{2}{33}{1111}},4,7,15,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{1}{33}{2222}},7,7,25,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{1}{32}{2233}},7,7,25,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{1}{23}{3322}},5,6,18,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{1}{22}{3333}},5,7,18,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{3}{11}{2222}},7,7,24,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{3}{12}{2211}},5,7,18,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{3}{21}{1122}},7,7,24,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{3}{22}{1111}},5,7,18,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{2}{11}{3333}},4,7,15,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{2}{13}{3311}},4,7,15,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{2}{31}{1133}},4,7,15,3,8,7,35,False
((p1) v (~(p3))) & (p2),{{2}{33}{1111}},4,7,15,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{1}{33}{2222}},6,7,23,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{1}{32}{2233}},6,7,23,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{1}{23}{3322}},6,7,23,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{1}{22}{3333}},6,7,23,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{3}{11}{2222}},6,7,22,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{3}{12}{2211}},6,7,22,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{3}{21}{1122}},6,7,22,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{3}{22}{1111}},6,7,22,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{2}{11}{3333}},5,7,20,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{2}{13}{3311}},5,7,20,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{2}{31}{1133}},5,7,19,3,8,7,35,False
((p1) = (~(p3))) & (p2),{{2}{33}{1111}},5,7,19,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{1}{33}{2222}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{1}{32}{2233}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{1}{23}{3322}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{1}{22}{3333}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{3}{11}{2222}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{3}{12}{2211}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{3}{21}{1122}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{3}{22}{1111}},4,6,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{2}{11}{3333}},4,7,15,3,8,7,35,False
((p1) & (~(p3))) -> (p2),{{2}{13}{3311}},4,6,15,3,8,7,35,False
